player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage,tournament_id,p1_frames_win_rate,p2_frames_win_rate,p1_matches_win_rate,p2_matches_win_rate
Kyren Wilson,Ricky Walden,5,1544,1389,0.6750697933135998,0.5956807306078472,978,622,6241,3523,1131,673,7634,4184,42,28,934,552,15,9,693,371,3,2,0.0,0.6,5964,0.5644928697324146,0.548074403982185,0.6359918200408998,0.5950486295313882
Elliot Slessor,Kyren Wilson,5,1347,1544,0.2823338748851105,0.3793048086356445,346,167,2119,1032,978,622,6241,3523,14,7,443,223,42,28,934,552,2,3,1.0,0.4,5964,0.487022180273714,0.5644928697324146,0.48265895953757226,0.6359918200408998
Kyren Wilson,Fan Zhengyi,5,1544,1367,0.6977447588697662,0.6088545692109504,978,622,6241,3523,159,67,1048,473,42,28,934,552,34,20,547,287,3,2,0.0,0.6,5964,0.5644928697324146,0.45133587786259544,0.6359918200408998,0.42138364779874216
Sam Craigie,Kyren Wilson,5,1425,1544,0.3635655201661674,0.4261687424083906,344,185,2053,1077,978,622,6241,3523,43,27,424,224,42,28,934,552,1,3,1.0,0.25,5964,0.5245981490501704,0.5644928697324146,0.5377906976744186,0.6359918200408998
Sam Craigie,Ricky Walden,5,1425,1389,0.5421022430011615,0.5224848247918001,344,185,2053,1077,1131,673,7634,4184,43,27,424,224,15,9,693,371,0,3,1.0,0.0,5964,0.5245981490501704,0.548074403982185,0.5377906976744186,0.5950486295313882
Ricky Walden,Elliot Slessor,5,1389,1347,0.5490834638298823,0.5262259093720687,1131,673,7634,4184,346,167,2119,1032,15,9,693,371,14,7,443,223,2,3,1.0,0.4,5964,0.548074403982185,0.487022180273714,0.5950486295313882,0.48265895953757226
Joe O'Connor,Elliot Slessor,5,1404,1347,0.5664594903173528,0.5355648379838539,266,130,1694,848,346,167,2119,1032,22,12,502,263,14,7,443,223,1,3,1.0,0.25,5964,0.500590318772137,0.487022180273714,0.48872180451127817,0.48265895953757226
Elliot Slessor,Pang Junxu,5,1347,1411,0.4254769451404538,0.4600851154444342,346,167,2119,1032,148,80,939,485,14,7,443,223,20,12,556,301,3,0,0.0,1.0,5964,0.487022180273714,0.516506922257721,0.48265895953757226,0.5405405405405406
Joe O'Connor,Kyren Wilson,5,1404,1544,0.3408120731798997,0.41338242108267,266,130,1694,848,978,622,6241,3523,22,12,502,263,42,28,934,552,3,1,0.0,0.75,5964,0.500590318772137,0.5644928697324146,0.48872180451127817,0.6359918200408998
Joe O'Connor,Fan Zhengyi,5,1404,1367,0.5432668246103534,0.523108525489089,266,130,1694,848,159,67,1048,473,22,12,502,263,34,20,547,287,3,1,0.0,0.75,5964,0.500590318772137,0.45133587786259544,0.48872180451127817,0.42138364779874216
Ricky Walden,Joe O'Connor,5,1389,1404,0.4824280526376501,0.4906260984783392,1131,673,7634,4184,266,130,1694,848,15,9,693,371,22,12,502,263,0,3,1.0,0.0,5964,0.548074403982185,0.500590318772137,0.5950486295313882,0.48872180451127817
Pang Junxu,Kyren Wilson,5,1411,1544,0.3483321902978611,0.4176324592719205,148,80,939,485,978,622,6241,3523,20,12,556,301,42,28,934,552,3,0,0.0,1.0,5964,0.516506922257721,0.5644928697324146,0.5405405405405406,0.6359918200408998
Fan Zhengyi,Pang Junxu,5,1367,1411,0.448593005981007,0.4725276956554063,159,67,1048,473,148,80,939,485,34,20,547,287,20,12,556,301,1,3,1.0,0.25,5964,0.45133587786259544,0.516506922257721,0.42138364779874216,0.5405405405405406
Ricky Walden,Pang Junxu,5,1389,1411,0.4742382323354173,0.486253465097645,1131,673,7634,4184,148,80,939,485,15,9,693,371,20,12,556,301,0,3,1.0,0.0,5964,0.548074403982185,0.516506922257721,0.5950486295313882,0.5405405405405406
Pang Junxu,Joe O'Connor,5,1411,1404,0.5082024969963244,0.5043748883497735,148,80,939,485,266,130,1694,848,20,12,556,301,22,12,502,263,3,1,0.0,0.75,5964,0.516506922257721,0.500590318772137,0.5405405405405406,0.48872180451127817
Sam Craigie,Elliot Slessor,5,1425,1347,0.5905455113158475,0.5485961085831343,344,185,2053,1077,346,167,2119,1032,43,27,424,224,14,7,443,223,3,1,0.0,0.75,5964,0.5245981490501704,0.487022180273714,0.5377906976744186,0.48265895953757226
Joe O'Connor,Sam Craigie,5,1404,1425,0.4754075707198051,0.4868780138177567,266,130,1694,848,344,185,2053,1077,22,12,502,263,43,27,424,224,0,3,1.0,0.0,5964,0.500590318772137,0.5245981490501704,0.48872180451127817,0.5377906976744186
Sam Craigie,Pang Junxu,5,1425,1411,0.5164012271242515,0.5087491068802403,344,185,2053,1077,148,80,939,485,43,27,424,224,20,12,556,301,3,2,0.0,0.6,5964,0.5245981490501704,0.516506922257721,0.5377906976744186,0.5405405405405406
Fan Zhengyi,Sam Craigie,5,1367,1425,0.4323866415032619,0.4638133797682052,159,67,1048,473,344,185,2053,1077,34,20,547,287,43,27,424,224,2,3,1.0,0.4,5964,0.45133587786259544,0.5245981490501704,0.42138364779874216,0.5377906976744186
Kyren Wilson,Sam Craigie,5,1544,1425,0.6364344798338326,0.5738312575916094,978,622,6241,3523,344,185,2053,1077,42,28,934,552,43,27,424,224,3,2,0.0,0.6,5964,0.5644928697324146,0.5245981490501704,0.6359918200408998,0.5377906976744186
Elliot Slessor,Pang Junxu,5,1347,1411,0.425476945140454,0.4600851154444343,346,167,2119,1032,148,80,939,485,14,7,443,223,20,12,556,301,2,3,1.0,0.4,5964,0.487022180273714,0.516506922257721,0.48265895953757226,0.5405405405405406
Kyren Wilson,Pang Junxu,5,1544,1411,0.6516678097021388,0.5823675407280794,978,622,6241,3523,148,80,939,485,42,28,934,552,20,12,556,301,3,0,0.0,1.0,5964,0.5644928697324146,0.516506922257721,0.6359918200408998,0.5405405405405406
Sam Craigie,Elliot Slessor,5,1425,1347,0.5905455113158473,0.5485961085831343,344,185,2053,1077,346,167,2119,1032,43,27,424,224,14,7,443,223,1,3,1.0,0.25,5964,0.5245981490501704,0.487022180273714,0.5377906976744186,0.48265895953757226
Elliot Slessor,Jordan Brown,5,1347,1337,0.5117169192313755,0.5062496744995104,346,167,2119,1032,321,167,1976,991,14,7,443,223,22,11,640,329,3,1,0.0,0.75,5964,0.487022180273714,0.5015182186234818,0.48265895953757226,0.5202492211838006
Elliot Slessor,Pang Junxu,5,1347,1411,0.4254769451404538,0.4600851154444342,346,167,2119,1032,148,80,939,485,14,7,443,223,20,12,556,301,3,0,0.0,1.0,5964,0.487022180273714,0.516506922257721,0.48265895953757226,0.5405405405405406
Ronnie O'Sullivan,Elliot Slessor,5,1636,1347,0.7996446835920642,0.6731572963701318,1495,1141,12915,7883,346,167,2119,1032,0,0,826,498,14,7,443,223,3,2,0.0,0.6,5964,0.6103755323267518,0.487022180273714,0.7632107023411371,0.48265895953757226
Ronnie O'Sullivan,Sam Craigie,5,1636,1425,0.731192241514263,0.6288998381516232,1495,1141,12915,7883,344,185,2053,1077,0,0,826,498,43,27,424,224,3,2,0.0,0.6,5964,0.6103755323267518,0.5245981490501704,0.7632107023411371,0.5377906976744186
Joe O'Connor,Elliot Slessor,5,1404,1347,0.5664594903173529,0.5355648379838539,266,130,1694,848,346,167,2119,1032,22,12,502,263,14,7,443,223,3,2,0.0,0.6,5964,0.500590318772137,0.487022180273714,0.48872180451127817,0.48265895953757226
Joe O'Connor,Pang Junxu,5,1404,1411,0.4917975030036759,0.4956251116502266,266,130,1694,848,148,80,939,485,22,12,502,263,20,12,556,301,3,2,0.0,0.6,5964,0.500590318772137,0.516506922257721,0.48872180451127817,0.5405405405405406
Joe O'Connor,Ronnie O'Sullivan,5,1404,1636,0.2491996442498242,0.3589325936651829,266,130,1694,848,1495,1141,12915,7883,22,12,502,263,0,0,826,498,3,2,0.0,0.6,5964,0.500590318772137,0.6103755323267518,0.48872180451127817,0.7632107023411371
Sam Craigie,Joe O'Connor,5,1425,1404,0.5245924292801949,0.5131219861822434,344,185,2053,1077,266,130,1694,848,43,27,424,224,22,12,502,263,0,3,1.0,0.0,5964,0.5245981490501704,0.500590318772137,0.5377906976744186,0.48872180451127817
Sam Craigie,Pang Junxu,5,1425,1411,0.5164012271242514,0.5087491068802403,344,185,2053,1077,148,80,939,485,43,27,424,224,20,12,556,301,0,3,1.0,0.0,5964,0.5245981490501704,0.516506922257721,0.5377906976744186,0.5405405405405406
Pang Junxu,Jordan Brown,5,1411,1337,0.5859830640468522,0.5461185410457796,148,80,939,485,321,167,1976,991,20,12,556,301,22,11,640,329,3,2,0.0,0.6,5964,0.516506922257721,0.5015182186234818,0.5405405405405406,0.5202492211838006
Joe O'Connor,Jak Jones,5,1404,1393,0.5128881883269054,0.5068745667645342,266,130,1694,848,368,172,2355,1107,22,12,502,263,9,4,518,274,2,3,1.0,0.4,5964,0.500590318772137,0.47006369426751593,0.48872180451127817,0.4673913043478261
Jak Jones,Jordan Brown,5,1393,1337,0.5653050064173626,0.5349429451582145,368,172,2355,1107,321,167,1976,991,9,4,518,274,22,11,640,329,3,1,0.0,0.75,5964,0.47006369426751593,0.5015182186234818,0.4673913043478261,0.5202492211838006
Sam Craigie,Jak Jones,5,1425,1393,0.537440095865586,0.5199893401555817,344,185,2053,1077,368,172,2355,1107,43,27,424,224,9,4,518,274,0,3,1.0,0.0,5964,0.5245981490501704,0.47006369426751593,0.5377906976744186,0.4673913043478261
Ronnie O'Sullivan,Jak Jones,5,1636,1393,0.7607334420026184,0.647370307581549,1495,1141,12915,7883,368,172,2355,1107,0,0,826,498,9,4,518,274,0,3,1.0,0.0,5964,0.6103755323267518,0.47006369426751593,0.7632107023411371,0.4673913043478261
Elliot Slessor,Jak Jones,5,1347,1393,0.4462713899768853,0.4712816430485603,346,167,2119,1032,368,172,2355,1107,14,7,443,223,9,4,518,274,2,3,1.0,0.4,5964,0.487022180273714,0.47006369426751593,0.48265895953757226,0.4673913043478261
Pang Junxu,Jak Jones,5,1411,1393,0.521083076692763,0.5112481019468549,148,80,939,485,368,172,2355,1107,20,12,556,301,9,4,518,274,0,3,1.0,0.0,5964,0.516506922257721,0.47006369426751593,0.5405405405405406,0.4673913043478261
Jordan Brown,Sam Craigie,5,1337,1425,0.3981078725345865,0.4452207648927852,321,167,1976,991,344,185,2053,1077,22,11,640,329,43,27,424,224,3,2,0.0,0.6,5964,0.5015182186234818,0.5245981490501704,0.5202492211838006,0.5377906976744186
Joe O'Connor,Jordan Brown,5,1404,1337,0.5779687506289339,0.5417773692836367,266,130,1694,848,321,167,1976,991,22,12,502,263,22,11,640,329,2,3,1.0,0.4,5964,0.500590318772137,0.5015182186234818,0.48872180451127817,0.5202492211838006
Joe O'Connor,Elliot Slessor,5,1404,1347,0.5664594903173529,0.5355648379838539,266,130,1694,848,346,167,2119,1032,22,12,502,263,14,7,443,223,3,1,0.0,0.75,5964,0.500590318772137,0.487022180273714,0.48872180451127817,0.48265895953757226
Jordan Brown,Jak Jones,5,1337,1393,0.4346949935826374,0.4650570548417855,321,167,1976,991,368,172,2355,1107,22,11,640,329,9,4,518,274,0,3,1.0,0.0,5964,0.5015182186234818,0.47006369426751593,0.5202492211838006,0.4673913043478261
Jak Jones,Joe O'Connor,5,1393,1404,0.4871118116730948,0.4931254332354657,368,172,2355,1107,266,130,1694,848,9,4,518,274,22,12,502,263,0,3,1.0,0.0,5964,0.47006369426751593,0.500590318772137,0.4673913043478261,0.48872180451127817
Kyren Wilson,Chris Wakelin,5,1544,1425,0.6364344798338326,0.5738312575916094,978,622,6241,3523,386,209,2487,1285,42,28,934,552,16,8,588,322,3,2,0.0,0.6,5964,0.5644928697324146,0.5166867712102935,0.6359918200408998,0.5414507772020726
Kyren Wilson,Joe O'Connor,5,1544,1404,0.6591879268201005,0.5866175789173301,978,622,6241,3523,266,130,1694,848,42,28,934,552,22,12,502,263,3,2,0.0,0.6,5964,0.5644928697324146,0.500590318772137,0.6359918200408998,0.48872180451127817
Stuart Bingham,Kyren Wilson,5,1427,1544,0.3657616956605629,0.4273919361367398,1474,930,10188,5779,978,622,6241,3523,6,1,700,371,42,28,934,552,2,3,1.0,0.4,5964,0.5672359638790734,0.5644928697324146,0.6309362279511533,0.6359918200408998
Chris Wakelin,John Higgins,5,1425,1602,0.3022552411302338,0.3911454307890496,386,209,2487,1285,1825,1290,14209,8387,16,8,588,322,30,17,994,575,3,2,0.0,0.6,5964,0.5166867712102935,0.590259694559786,0.5414507772020726,0.7068493150684931
Neil Robertson,Mark Selby,5,1441,1547,0.377924359426693,0.4341349971045183,1235,822,9124,5250,1519,1039,10874,6333,25,18,739,419,6,1,936,531,1,3,1.0,0.25,5964,0.5754055238930293,0.5823983814603642,0.665587044534413,0.6840026333113891
Chris Wakelin,Mark Selby,5,1425,1547,0.3602803892460284,0.4243356489574506,386,209,2487,1285,1519,1039,10874,6333,16,8,588,322,6,1,936,531,1,3,1.0,0.25,5964,0.5166867712102935,0.5823983814603642,0.5414507772020726,0.6840026333113891
Kyren Wilson,Mark Selby,5,1544,1547,0.4964844244377815,0.4981250087890131,978,622,6241,3523,1519,1039,10874,6333,42,28,934,552,6,1,936,531,0,3,1.0,0.0,5964,0.5644928697324146,0.5823983814603642,0.6359918200408998,0.6840026333113891
Joe O'Connor,Mark Selby,5,1404,1547,0.3376098491282725,0.4115648798723618,266,130,1694,848,1519,1039,10874,6333,22,12,502,263,6,1,936,531,0,3,1.0,0.0,5964,0.500590318772137,0.5823983814603642,0.48872180451127817,0.6840026333113891
Neil Robertson,Kyren Wilson,5,1441,1544,0.3812650263299546,0.4359783625737424,1235,822,9124,5250,978,622,6241,3523,25,18,739,419,42,28,934,552,3,0,0.0,1.0,5964,0.5754055238930293,0.5644928697324146,0.665587044534413,0.6359918200408998
Neil Robertson,Chris Wakelin,5,1441,1425,0.518742502998949,0.5099986668799655,1235,822,9124,5250,386,209,2487,1285,25,18,739,419,16,8,588,322,3,0,0.0,1.0,5964,0.5754055238930293,0.5166867712102935,0.665587044534413,0.5414507772020726
Joe O'Connor,Stuart Bingham,5,1404,1427,0.4730691350411855,0.4856289593029398,266,130,1694,848,1474,930,10188,5779,22,12,502,263,6,1,700,371,3,0,0.0,1.0,5964,0.500590318772137,0.5672359638790734,0.48872180451127817,0.6309362279511533
Neil Robertson,Joe O'Connor,5,1441,1404,0.5432668246103534,0.5231085254890889,1235,822,9124,5250,266,130,1694,848,25,18,739,419,22,12,502,263,2,3,1.0,0.4,5964,0.5754055238930293,0.500590318772137,0.665587044534413,0.48872180451127817
Chris Wakelin,Joe O'Connor,5,1425,1404,0.5245924292801949,0.5131219861822434,386,209,2487,1285,266,130,1694,848,16,8,588,322,22,12,502,263,1,3,1.0,0.25,5964,0.5166867712102935,0.500590318772137,0.5414507772020726,0.48872180451127817
John Higgins,Neil Robertson,5,1602,1441,0.6813292184661539,0.5992881635083561,1825,1290,14209,8387,1235,822,9124,5250,30,17,994,575,25,18,739,419,3,0,0.0,1.0,5964,0.590259694559786,0.5754055238930293,0.7068493150684931,0.665587044534413
Kyren Wilson,John Higgins,5,1544,1602,0.4323866415032619,0.4638133797682052,978,622,6241,3523,1825,1290,14209,8387,42,28,934,552,30,17,994,575,1,3,1.0,0.25,5964,0.5644928697324146,0.590259694559786,0.6359918200408998,0.7068493150684931
Joe O'Connor,John Higgins,5,1404,1602,0.2813560350113895,0.3787164048089322,266,130,1694,848,1825,1290,14209,8387,22,12,502,263,30,17,994,575,0,3,1.0,0.0,5964,0.500590318772137,0.590259694559786,0.48872180451127817,0.7068493150684931
Mark Selby,John Higgins,5,1547,1602,0.4358500827566258,0.4656790563306954,1519,1039,10874,6333,1825,1290,14209,8387,6,1,936,531,30,17,994,575,1,3,1.0,0.25,5964,0.5823983814603642,0.590259694559786,0.6840026333113891,0.7068493150684931
Stuart Bingham,John Higgins,5,1427,1602,0.3042845748906673,0.3923368301671083,1474,930,10188,5779,1825,1290,14209,8387,6,1,700,371,30,17,994,575,2,3,1.0,0.4,5964,0.5672359638790734,0.590259694559786,0.6309362279511533,0.7068493150684931
Stuart Bingham,Chris Wakelin,5,1427,1425,0.5023437353516541,0.5012499973958399,1474,930,10188,5779,386,209,2487,1285,6,1,700,371,16,8,588,322,3,1,0.0,0.75,5964,0.5672359638790734,0.5166867712102935,0.6309362279511533,0.5414507772020726
Mark Selby,Stuart Bingham,5,1547,1427,0.6375307498125332,0.5744425168116589,1519,1039,10874,6333,1474,930,10188,5779,6,1,936,531,6,1,700,371,0,3,1.0,0.0,5964,0.5823983814603642,0.5672359638790734,0.6840026333113891,0.6309362279511533
Neil Robertson,Stuart Bingham,5,1441,1427,0.5164012271242514,0.5087491068802403,1235,822,9124,5250,1474,930,10188,5779,25,18,739,419,6,1,700,371,1,3,1.0,0.25,5964,0.5754055238930293,0.5672359638790734,0.665587044534413,0.6309362279511533
Stuart Bingham,Mark Selby,5,1427,1547,0.3624692501874668,0.4255574831883409,1474,930,10188,5779,1519,1039,10874,6333,6,1,700,371,6,1,936,531,0,3,1.0,0.0,5964,0.5672359638790734,0.5823983814603642,0.6309362279511533,0.6840026333113891
John Higgins,Joe O'Connor,5,1602,1404,0.7186439649886105,0.6212835951910679,1825,1290,14209,8387,266,130,1694,848,30,17,994,575,22,12,502,263,0,3,1.0,0.0,5964,0.590259694559786,0.500590318772137,0.7068493150684931,0.48872180451127817
Mark Selby,Joe O'Connor,5,1547,1404,0.6623901508717275,0.5884351201276382,1519,1039,10874,6333,266,130,1694,848,6,1,936,531,22,12,502,263,3,1,0.0,0.75,5964,0.5823983814603642,0.500590318772137,0.6840026333113891,0.48872180451127817
Kyren Wilson,Judd Trump,11,1477,1687,0.187897082753338,0.3716838117046337,1027,650,6437,3621,1419,1017,9716,5870,238,126,1130,650,57,41,1278,781,5,6,1.0,0.4545454545454546,5965,0.5625291284759981,0.6041580897488679,0.6329113924050633,0.7167019027484144
Robert Milkins,Mark Selby,11,1352,1606,0.1426378015920032,0.346377669100496,1124,649,7787,4163,1543,1056,10968,6392,45,17,828,421,100,60,1030,590,1,6,1.0,0.1428571428571429,5965,0.5346089636573776,0.5827862873814734,0.5774021352313167,0.6843810758263124
Ding Junhui,Ronnie O'Sullivan,11,1523,1609,0.3577875019887313,0.4464560968488816,976,651,7487,4268,1499,1143,12933,7891,7,2,738,416,18,8,844,506,3,6,1.0,0.3333333333333333,5965,0.5700547615867504,0.6101445913554473,0.6670081967213115,0.7625083388925951
Shaun Murphy,Zhang Anda,11,1474,1505,0.4477083313235441,0.4806346917700681,1337,878,9640,5477,461,239,3194,1636,8,3,680,388,17,9,644,370,6,2,0.0,0.75,5965,0.5681535269709543,0.5122103944896681,0.6566940912490651,0.5184381778741866
Jack Lisowski,Luca Brecel,11,1458,1479,0.4645191152938194,0.4868780138177567,778,475,5041,2759,628,366,4206,2277,8,3,813,448,7,2,718,394,6,2,0.0,0.75,5965,0.5473120412616544,0.5413694721825963,0.6105398457583547,0.5828025477707006
Barry Hawkins,Neil Robertson,11,1577,1473,0.6701956406431402,0.5646362918030292,1326,830,9085,5095,1256,832,9202,5291,64,37,747,435,103,59,817,460,6,3,0.0,0.6666666666666666,5965,0.5608145294441387,0.574983699195827,0.6259426847662142,0.6624203821656051
Mark Williams,Ali Carter,11,1513,1494,0.53210977022266,0.5118727677562528,1771,1162,12909,7413,1298,800,8727,4828,14,6,796,467,58,34,915,518,4,6,1.0,0.4,5965,0.5742505228910063,0.5532256216340093,0.6561264822134387,0.6163328197226502
Mark Allen,John Higgins,11,1549,1591,0.4293301031522295,0.4737740906279313,1050,697,7367,4192,1855,1310,14332,8457,30,17,859,495,153,87,1117,645,6,5,0.0,0.5454545454545454,5965,0.5690240260621692,0.5900781468043539,0.6638095238095238,0.706199460916442
Ronnie O'Sullivan,Barry Hawkins,11,1609,1577,0.5539679003439111,0.5199893401555818,1499,1143,12933,7891,1326,830,9085,5095,18,8,844,506,64,37,747,435,6,3,0.0,0.6666666666666666,5965,0.6101445913554473,0.5608145294441387,0.7625083388925951,0.6259426847662142
Shaun Murphy,Jack Lisowski,11,1474,1458,0.5270486726982949,0.5099986668799655,1337,878,9640,5477,778,475,5041,2759,8,3,680,388,8,3,813,448,6,3,0.0,0.6666666666666666,5965,0.5681535269709543,0.5473120412616544,0.6566940912490651,0.6105398457583547
Judd Trump,Ali Carter,11,1687,1494,0.7923692348926035,0.6183380393302829,1419,1017,9716,5870,1298,800,8727,4828,57,41,1278,781,58,34,915,518,5,6,1.0,0.4545454545454546,5965,0.6041580897488679,0.5532256216340093,0.7167019027484144,0.6163328197226502
Mark Selby,Mark Allen,11,1606,1549,0.5954682100046357,0.5355648379838539,1543,1056,10968,6392,1050,697,7367,4192,100,60,1030,590,30,17,859,495,5,6,1.0,0.4545454545454546,5965,0.5827862873814734,0.5690240260621692,0.6843810758263124,0.6638095238095238
Shaun Murphy,Ronnie O'Sullivan,11,1474,1609,0.2839294837846313,0.4164168844827247,1337,878,9640,5477,1499,1143,12933,7891,8,3,680,388,18,8,844,506,2,6,1.0,0.25,5965,0.5681535269709543,0.6101445913554473,0.6566940912490651,0.7625083388925951
Ali Carter,Mark Allen,11,1494,1549,0.4078176130112441,0.4656790563306954,1298,800,8727,4828,1050,697,7367,4192,58,34,915,518,30,17,859,495,6,3,0.0,0.6666666666666666,5965,0.5532256216340093,0.5690240260621692,0.6163328197226502,0.6638095238095238
Ali Carter,Ronnie O'Sullivan,19,1494,1609,0.2631015368609357,0.4286160183230676,1298,800,8727,4828,1499,1143,12933,7891,58,34,915,518,18,8,844,506,7,10,1.0,0.4117647058823529,5965,0.5532256216340093,0.6101445913554473,0.6163328197226502,0.7625083388925951
Cao Yupeng,Barry Hawkins,7,1386,1573,0.2617149950302866,0.3852081305077805,361,191,2387,1232,1328,831,9103,5104,6,1,432,233,82,46,765,444,4,3,0.0,0.5714285714285714,5979,0.5161290322580645,0.5606942766121059,0.5290858725761773,0.6257530120481928
Zhou Yuelong,Stephen Maguire,7,1503,1415,0.6184015843393024,0.5547792351072148,488,292,3073,1667,1187,768,8640,4856,22,13,765,414,14,8,509,271,4,1,0.0,0.8,5979,0.5424666449723398,0.562037037037037,0.5983606557377049,0.6470092670598147
David Gilbert,Gary Wilson,7,1440,1412,0.53821882339539,0.5174928576663897,929,540,6332,3419,710,406,4513,2425,36,17,602,324,89,44,721,374,2,4,1.0,0.3333333333333333,5979,0.5399557801642451,0.5373365832040771,0.581270182992465,0.571830985915493
Mark Williams,Thepchaiya Un-Nooh,7,1504,1486,0.5245927745980452,0.5112481019468548,1772,1162,12919,7417,550,322,3799,2029,24,10,806,471,28,17,546,301,4,3,0.0,0.5714285714285714,5979,0.5741156436256676,0.5340879178731245,0.6557562076749436,0.5854545454545454
Matthew Selt,Hossein Vafaei,7,1420,1502,0.3894398892710192,0.448928730692658,864,469,5549,2889,308,185,2149,1142,45,21,796,404,5,5,672,387,3,4,1.0,0.4285714285714286,5979,0.5206343485312669,0.5314099581200559,0.5428240740740741,0.6006493506493507
